0.7951807228915663
4641,1
4678,1
4679,1
4681,1
4683,0
4691,1
4699,0
4714,1
4719,1
4720,1
4727,1
4728,0
4734,1
4736,0
4740,0
4741,0
4743,0
4753,0
4754,1
4763,1
4766,1
4767,1
4772,1
4774,0
4775,1
4781,0
4783,1
4789,0
4791,1
4792,0
4795,1
4796,0
4797,1
4798,0
4800,1
4801,1
4807,1
4816,1
4817,1
4829,0
4832,0
4836,1
4839,0
4850,1
4858,1
4859,0
4863,1
4867,1
4872,0
4882,0
4883,0
4885,0
4891,1
4896,1
4901,0
4902,1
4908,0
4910,1
4913,1
4916,1
4917,1
4918,1
4919,1
4921,0
4922,1
4925,1
4928,1
4939,0
4944,0
4945,1
4946,0
4948,1
4959,0
4961,1
4966,0
4971,0
4973,1
4980,1
4981,1
4987,1
4997,1
4998,1
