id,features
31,['1.301717' '0.969954' '2.243526' ... '0.368219' '-1.018600' '-2.456823']
32,['-2.832167' '1.126450' '-3.037529' ... '2.016574' '1.896466' '-5.350372']
33,"['-0.521699' '-0.287206' '3.109004' ... '-1.557297' '-2.835461'
 '-2.309704']"
34,['-2.906599' '0.724709' '-5.600273' ... '-1.589325' '2.534329' '-0.859785']
35,['-4.331152' '1.051765' '-2.368243' ... '3.442445' '7.756126' '-3.356925']
36,['-7.396078' '4.534365' '-2.919003' ... '5.853430' '4.679386' '-2.831530']
37,"['-4.326167' '0.955091' '-2.023405' ... '-2.391763' '11.559296'
 '-0.184566']"
38,['-2.617139' '3.531792' '6.521904' ... '-2.525336' '0.610075' '-4.489200']
39,['-0.812428' '2.371408' '2.322024' ... '1.345053' '6.511740' '-6.634077']
40,['-3.748876' '1.891582' '-3.789371' ... '0.632488' '10.166092' '-1.316320']
41,['3.628525' '2.321459' '3.565354' ... '4.546818' '1.210081' '-3.194621']
42,['1.498779' '6.847674' '-0.008206' ... '-0.615457' '2.870637' '0.292475']
43,['4.648296' '5.848942' '-1.145843' ... '4.497553' '7.667674' '0.161915']
44,"['-5.315938' '-1.013265' '-3.597757' ... '-0.085356' '4.550861'
 '-3.535016']"
45,['-1.987378' '1.441798' '-4.882273' ... '2.775828' '8.527822' '-1.614022']
46,['0.566080' '4.122653' '-2.862202' ... '4.155376' '9.329618' '-7.206328']
47,['-1.589167' '6.494197' '1.404031' ... '2.004716' '5.157166' '-1.138958']
48,['-3.888192' '6.212943' '5.421169' ... '2.108863' '-2.469787' '-4.930312']
49,['1.866938' '3.132503' '1.440870' ... '4.036273' '-1.152003' '-0.109210']
50,['3.492066' '0.308356' '0.722764' ... '-0.035728' '4.711942' '-3.239367']
51,['-1.609896' '1.174680' '6.489492' ... '0.514565' '2.370512' '-5.437345']
52,['-0.162295' '5.957804' '1.126225' ... '0.614854' '2.194055' '-6.243556']
53,['2.670768' '6.818531' '2.650714' ... '5.587161' '4.718124' '-8.676917']
54,['-0.647246' '1.260026' '4.723778' ... '-2.956129' '-2.019573' '-8.275087']
55,['-0.524206' '0.697994' '-6.953370' ... '-2.260744' '8.542831' '-5.646396']
56,['-4.126056' '13.928221' '6.901460' ... '0.528207' '0.138836' '-5.583742']
57,['-0.970653' '6.228592' '-4.886826' ... '1.163660' '4.921790' '-1.608642']
58,['0.922217' '2.233141' '-0.192932' ... '-1.053496' '0.738403' '4.486871']
59,['-5.583277' '5.943759' '-2.996029' ... '5.454139' '3.408687' '-1.329053']
60,['0.594112' '6.999800' '9.207249' ... '-3.127427' '-0.754906' '-3.064529']
61,['0.944386' '1.929746' '-5.132746' ... '-2.301910' '1.332396' '-6.051296']
62,['-4.385340' '5.043816' '-4.630270' ... '2.082167' '12.413183' '-2.209317']
63,['-0.973116' '6.440772' '3.765129' ... '-0.979696' '-6.000793' '-9.038183']
64,['-3.603326' '6.811362' '-1.249739' ... '5.117527' '6.499429' '-2.806945']
65,['5.844904' '2.626658' '5.098876' ... '1.767605' '4.061010' '-2.847699']
66,['-3.595755' '4.856066' '-1.722294' ... '1.167725' '4.857152' '-2.140926']
67,['-4.060697' '-1.931090' '4.053050' ... '-1.861006' '3.149371' '-1.224128']
68,['-3.120468' '3.834922' '2.603342' ... '8.727261' '3.461133' '-3.773604']
69,['-1.316344' '2.614606' '-3.092673' ... '2.411203' '11.234785' '1.257669']
70,['-1.407784' '4.844641' '2.119552' ... '0.149805' '0.114384' '-3.282158']
71,['-1.700265' '4.580569' '-4.597063' ... '7.259505' '12.288845' '-2.149536']
72,['6.152268' '3.193693' '-4.087535' ... '0.805625' '5.470803' '0.123804']
73,['2.977210' '4.588422' '-2.772067' ... '6.150792' '7.513609' '-1.869030']
74,"['-5.495299' '-1.787616' '-3.310395' ... '1.925758' '-1.233744'
 '-6.454728']"
75,['-2.563570' '-0.389349' '-5.258049' ... '0.559889' '7.848646' '-3.751149']
76,['0.913994' '5.965661' '1.457671' ... '5.894978' '2.738598' '-0.694525']
77,['-0.790150' '8.998852' '-4.580283' ... '0.569758' '10.701351' '0.071701']
78,['-2.355596' '4.345191' '-4.707797' ... '0.052305' '14.873140' '-2.755180']
79,"['-4.641473' '3.488555' '-3.958329' ... '-0.664436' '11.421541'
 '-1.732820']"
80,['-0.200681' '7.772372' '7.778395' ... '-2.542795' '-0.717003' '-1.388134']
81,['5.025893' '6.474853' '1.337599' ... '-0.011815' '14.493832' '0.127016']
82,['-4.231292' '8.818115' '-2.383584' ... '3.484922' '11.245699' '-2.884983']
83,['-5.817134' '5.716812' '-2.562014' ... '-0.350118' '10.251732' '0.101765']
84,['0.992284' '3.197656' '-3.106350' ... '0.736168' '-3.260642' '-6.137192']
85,['-2.940382' '2.577497' '-2.557878' ... '1.128547' '11.418560' '0.063410']
86,['0.167334' '8.415009' '7.173749' ... '-0.361413' '-0.856182' '-0.889076']
87,['-0.569062' '3.428252' '12.193739' ... '-0.188384' '0.361717' '-6.261964']
88,['1.747188' '9.538548' '-0.656826' ... '-1.170274' '5.613600' '-0.340460']
89,['0.656292' '9.108191' '9.724541' ... '-0.756658' '-1.142579' '-5.139195']
90,['1.823594' '10.846798' '7.362423' ... '3.330057' '7.784317' '-1.129853']
91,['-2.372590' '0.730901' '2.714540' ... '-2.661374' '-0.683815' '-0.848857']
92,['-1.376584' '0.105514' '-2.641762' ... '-1.776664' '6.002573' '-4.096472']
93,['-0.336959' '6.911232' '7.844500' ... '-1.498284' '0.429919' '-4.537581']
94,['-2.525826' '7.066762' '-2.898232' ... '2.894566' '11.501011' '-2.453986']
95,['-0.132286' '2.152735' '-2.400346' ... '2.614805' '2.540492' '2.769751']
96,['-5.858524' '3.907724' '-1.722601' ... '2.629376' '5.432560' '1.154255']
97,['-2.182550' '5.767652' '1.262838' ... '3.631397' '8.507252' '-2.428165']
98,['-2.498267' '7.385234' '5.471694' ... '-2.532983' '0.845310' '-4.776392']
99,['-2.989443' '7.658049' '3.298492' ... '-0.396793' '5.433503' '-2.470112']
100,['-2.454955' '3.207281' '4.729236' ... '2.913443' '9.318117' '-4.859991']
101,['-0.206580' '2.682017' '5.711710' ... '-0.647087' '-2.391870' '-3.429108']
102,['2.263935' '2.904020' '2.325295' ... '-0.162364' '0.409823' '-2.798548']
103,['-2.350451' '7.598427' '-1.578791' ... '1.176875' '5.472726' '-5.609646']
104,['-2.702884' '3.789793' '7.430108' ... '2.385276' '3.190027' '-7.361221']
105,['-3.028642' '6.464405' '-1.157244' ... '-2.426204' '7.301111' '-3.906435']
106,['-3.087180' '2.655373' '8.451195' ... '-2.392547' '0.524511' '-2.435214']
107,['-4.185751' '4.481493' '-2.160304' ... '1.443444' '7.080281' '-1.190633']
108,['0.653066' '-3.287135' '-4.740812' ... '-0.534301' '6.312232' '-4.272215']
109,['-0.037205' '-0.291475' '-4.642379' ... '3.987864' '4.456386' '-4.077658']
110,['0.535975' '11.677685' '3.200112' ... '-1.092960' '-0.344258' '-3.489064']
111,['-1.283383' '7.689827' '-3.339684' ... '0.840029' '11.449368' '-2.142850']
112,['-3.391624' '5.767031' '-3.051927' ... '3.472193' '4.627884' '-0.377469']
113,['-4.396402' '0.291893' '-1.731039' ... '3.191996' '3.491193' '-3.023808']
114,['-0.832130' '2.033773' '-2.114879' ... '-0.952555' '5.735541' '-0.585721']
115,['-2.143704' '4.442920' '4.102028' ... '4.229198' '4.425584' '-4.403581']
116,['-1.489755' '6.667405' '2.753935' ... '0.955836' '6.076773' '-0.555938']
117,['-2.966218' '9.571077' '-3.513783' ... '3.711556' '6.675071' '-1.378714']
118,['-1.431300' '2.529084' '-3.927655' ... '4.692850' '6.877328' '-0.581462']
119,['-1.264413' '4.033780' '8.692078' ... '2.174492' '3.093916' '-4.483126']
120,['2.337521' '0.680765' '-1.490214' ... '2.514048' '8.526545' '-6.528276']
121,['-1.703011' '0.546023' '-5.850948' ... '1.045302' '7.695936' '0.304684']
122,['-0.806388' '1.950473' '-6.978327' ... '1.768971' '12.299625' '0.012606']
123,['1.315990' '7.018307' '-6.495566' ... '-2.756872' '5.369945' '-3.405919']
124,['-2.933716' '1.747210' '-5.140905' ... '0.614419' '5.158963' '-1.980016']
125,['-4.060697' '-1.931090' '4.053050' ... '-1.861006' '3.149371' '-1.224128']
126,['-5.560651' '3.668180' '-3.696921' ... '6.023280' '5.195542' '0.518999']
127,"['-2.591018' '-0.110545' '-3.288911' ... '-1.730666' '5.380438'
 '-7.068609']"
128,['4.273478' '7.625190' '4.535737' ... '-3.038958' '-0.754037' '0.100229']
129,['-4.060697' '-1.931090' '4.053050' ... '-1.861006' '3.149371' '-1.224128']
130,['-1.847381' '2.484590' '-3.604526' ... '1.251059' '6.988349' '-1.867170']
131,['-4.943634' '1.037451' '-3.997661' ... '2.323003' '8.495794' '-0.671297']
132,['2.675235' '10.242870' '5.529772' ... '4.426519' '2.930968' '-6.821712']
133,['-2.941293' '2.666068' '-5.398397' ... '5.918777' '8.028307' '-3.239546']
134,['-1.886194' '6.633555' '4.248572' ... '3.251378' '2.504551' '-2.938709']
135,"['-0.679637' '-1.794657' '-5.953126' ... '-3.655060' '3.772734'
 '-3.991178']"
136,['5.516891' '11.409458' '-1.270364' ... '5.110127' '5.764143' '-2.117770']
137,['-6.471262' '5.375808' '-2.665231' ... '3.447574' '9.222725' '-0.636134']
138,['-1.771545' '2.860538' '2.968007' ... '9.728958' '1.872673' '-0.771719']
139,['0.726219' '1.294586' '-0.296366' ... '-3.405056' '5.243850' '-2.968962']
140,['-3.049759' '7.342550' '-0.587958' ... '0.299263' '10.639473' '-5.873125']
141,['-4.957139' '2.811687' '-3.778743' ... '1.935202' '4.767722' '-0.550378']
142,['1.277157' '6.208617' '-5.894392' ... '-1.129820' '5.199545' '-4.068797']
143,"['-4.152724' '-0.644562' '-3.621042' ... '-0.586960' '5.512344'
 '-2.332939']"
144,['1.330448' '3.506891' '3.902520' ... '2.609084' '9.224846' '0.254103']
145,['-5.158982' '0.066846' '-4.123800' ... '3.359111' '5.820494' '-6.805450']
146,['-5.745576' '10.561405' '-5.435449' ... '0.720159' '4.159654' '-0.816746']
147,['-0.647587' '2.645129' '1.270219' ... '-1.335072' '3.343573' '2.306865']
148,['-2.448050' '0.758505' '-6.010387' ... '-2.813903' '6.350598' '-4.517104']
149,['-5.478832' '4.571176' '-3.671858' ... '0.869197' '7.200496' '-0.870941']
150,['0.069727' '5.162739' '-3.624614' ... '3.962488' '6.790700' '-5.591646']
151,['-3.136646' '3.024842' '1.624322' ... '-3.896001' '-0.025612' '-2.871114']
152,['-0.304016' '8.577900' '-3.702592' ... '11.385698' '4.539709' '-0.706688']
153,['3.198080' '9.456957' '3.930583' ... '2.397149' '1.820641' '-1.146305']
154,['-0.093799' '7.226768' '-1.356194' ... '-0.586860' '9.491020' '-4.963044']
155,['-4.729323' '3.677475' '-2.846246' ... '2.616283' '4.967963' '2.326148']
156,['-2.996042' '5.708695' '-2.356400' ... '4.788119' '14.223661' '-4.528438']
157,['0.132895' '-1.568244' '1.346386' ... '4.870101' '6.104844' '-4.499681']
158,['-4.492231' '7.709816' '-0.251798' ... '5.279780' '10.038364' '-4.996693']
159,['-4.309325' '7.200948' '-2.128421' ... '1.301825' '7.961728' '-0.206996']
160,['-1.528119' '6.898951' '4.333786' ... '2.008037' '-2.368839' '-3.546902']
161,['-6.908207' '-1.510550' '-3.031200' ... '0.403974' '5.070156' '-6.549070']
162,"['-0.631969' '-1.551309' '-4.174279' ... '-2.216709' '1.524834'
 '-7.733122']"
163,['-4.359870' '7.195402' '-1.037335' ... '1.526634' '2.592930' '-4.653200']
164,['-0.588941' '11.621758' '-3.647991' ... '2.493589' '8.292236' '1.205264']
165,['-3.640630' '3.318550' '-3.473526' ... '1.609429' '8.104856' '-1.643620']
166,['2.920207' '-0.860111' '-5.622322' ... '-0.553203' '3.923201' '-6.357152']
167,['-2.222860' '2.264075' '0.550093' ... '-1.467160' '0.732635' '-4.063422']
168,['0.501682' '6.183563' '-0.241326' ... '2.789462' '13.021326' '-1.729928']
169,"['-2.119426' '-0.069694' '-5.198155' ... '-1.263191' '8.091805'
 '-1.217687']"
170,['-1.829867' '11.723373' '6.208766' ... '6.971206' '4.433288' '-2.733733']
171,['-1.007715' '11.810284' '6.649331' ... '-0.421823' '3.045832' '3.597791']
172,"['-0.812669' '11.327385' '-1.056497' ... '4.915815' '11.005724'
 '-3.499614']"
173,['-3.561288' '9.111258' '10.290501' ... '3.889349' '-1.219887' '-3.686042']
174,['0.954836' '4.087672' '2.245328' ... '1.928180' '0.002696' '-6.392513']
175,['-4.060697' '-1.931090' '4.053050' ... '-1.861006' '3.149371' '-1.224128']
176,['-3.232936' '3.903381' '-4.272360' ... '1.802094' '4.815045' '-1.788885']
177,['-2.228903' '5.253779' '-0.909680' ... '3.562755' '-1.801483' '0.809890']
178,['-4.306325' '7.374798' '2.062132' ... '7.671602' '-2.389488' '-2.264379']
179,['-0.130586' '5.034619' '5.718647' ... '-2.430522' '2.692683' '0.201029']
180,['-3.851882' '-3.088672' '-3.740410' ... '0.094759' '1.974535' '-5.921843']
181,['2.977838' '6.281743' '-0.622153' ... '1.295243' '4.197107' '2.062030']
182,['-4.625841' '2.648479' '-1.935923' ... '4.427079' '6.345058' '-1.201838']
183,['-4.254094' '3.765239' '-5.823776' ... '-1.697216' '12.918711' '0.588243']
184,['-1.745400' '9.571920' '-3.161139' ... '3.462581' '9.053766' '0.213575']
185,['2.254973' '-1.516372' '2.362492' ... '-1.199884' '-3.868627' '-7.841698']
186,['-1.851442' '5.499400' '6.445971' ... '-0.145665' '7.083294' '-3.960319']
187,['-3.354769' '6.341037' '-0.802313' ... '2.204624' '11.436880' '-1.916833']
188,['-2.918395' '1.451711' '-0.738144' ... '1.068564' '5.371840' '1.172911']
189,['0.328666' '1.358616' '7.071775' ... '4.039600' '0.929760' '-1.706813']
190,['-3.492339' '8.153442' '4.749415' ... '1.286840' '2.946924' '-7.960690']
191,['-0.366161' '5.628672' '4.148098' ... '-0.438300' '2.019372' '-4.077227']
192,['-2.179413' '5.747697' '9.459824' ... '-3.402879' '3.302210' '-5.379600']
193,['-0.211958' '3.704810' '0.378875' ... '-0.473757' '0.198664' '0.572168']
194,['-4.889843' '1.530417' '-4.569889' ... '3.888798' '7.544876' '-4.000390']
195,['-3.626653' '0.272607' '-5.902501' ... '6.399031' '4.770772' '-1.120683']
196,['-4.090130' '4.095583' '-1.521920' ... '0.235748' '10.285305' '-1.303159']
197,['-0.667514' '5.863927' '3.623466' ... '4.497057' '1.024982' '-2.224088']
198,['0.704569' '-0.068864' '-4.227563' ... '0.921096' '2.656519' '-8.133226']
199,['-2.677650' '5.631413' '13.942051' ... '16.136217' '1.668447' '-6.145525']
200,['1.852964' '7.278436' '-6.654945' ... '3.563302' '6.054389' '1.524282']
201,['-0.940481' '6.622386' '0.596344' ... '-2.619107' '1.421915' '-2.920995']
202,['2.199951' '7.475079' '3.181570' ... '3.001063' '5.144606' '3.755651']
203,['2.392451' '0.235548' '1.220996' ... '-3.489123' '4.286956' '-2.434698']
204,['1.122153' '2.285903' '-3.574769' ... '5.620528' '6.894495' '-2.134573']
205,['-4.097941' '0.404765' '-1.379155' ... '-0.265937' '9.940002' '-1.002630']
206,['-4.924458' '0.534911' '2.417109' ... '5.756660' '1.279103' '7.191525']
207,['0.558292' '0.729932' '-1.301993' ... '-2.396564' '0.729515' '-2.579376']
208,['-1.312449' '9.028311' '2.142010' ... '6.572936' '6.419381' '-0.046529']
209,['1.197120' '6.163244' '3.167432' ... '0.307117' '-0.992043' '-4.175663']
210,['-1.479604' '5.585950' '9.424747' ... '1.086528' '2.421843' '-3.636089']
211,['-3.350015' '2.101476' '-3.782003' ... '1.955183' '11.533680' '0.037615']
212,['-4.858378' '5.840409' '-0.779748' ... '4.172811' '6.809136' '-0.196349']
213,['-2.693377' '2.097744' '-6.004625' ... '0.226525' '11.134130' '-1.276219']
214,['-6.344772' '3.608287' '-3.296394' ... '3.941867' '5.352369' '-0.238558']
215,['-1.015193' '4.221530' '-3.474412' ... '-0.309136' '2.505394' '-6.070901']
216,['-1.115459' '7.395669' '7.251411' ... '-1.481186' '1.849144' '-1.143031']
217,['-0.394785' '6.616864' '-0.992105' ... '0.955128' '5.343728' '-5.603025']
218,['-1.559862' '4.928237' '3.249046' ... '8.117723' '0.992311' '0.911854']
219,['-0.021591' '5.209768' '-7.364179' ... '2.012558' '-0.263890' '-0.166507']
220,['2.392451' '0.235548' '1.220996' ... '-3.489123' '4.286956' '-2.434698']
221,['-1.942477' '-1.046099' '-5.599154' ... '0.612528' '5.725258' '-5.205667']
222,['2.935390' '2.059937' '2.195546' ... '-0.427973' '2.569241' '1.395089']
223,['4.893723' '1.311882' '-0.930191' ... '6.561953' '3.255552' '2.185421']
224,['6.328067' '9.950518' '6.157691' ... '-1.250959' '1.878497' '-4.909459']
225,['-2.702610' '-0.722593' '2.486155' ... '2.184814' '0.858986' '-2.220054']
226,['-2.137333' '3.384729' '3.552686' ... '6.440859' '1.226192' '-3.751555']
227,['-2.671757' '2.328547' '3.121566' ... '-1.446247' '7.173810' '-1.682360']
228,['2.513784' '-1.309733' '-7.318164' ... '-3.793669' '5.369329' '-4.046530']
229,['-2.624760' '3.633195' '8.037210' ... '-2.301308' '-2.108823' '-7.193672']
230,['-2.899817' '3.471987' '-3.889641' ... '4.884186' '8.529099' '4.287910']
231,['-2.748801' '0.551500' '-5.914489' ... '2.783105' '7.997599' '1.249686']
232,['-4.859579' '2.588067' '-1.222747' ... '6.333542' '5.799805' '-5.952675']
233,['0.250896' '10.641613' '5.837937' ... '-0.406593' '6.756670' '-2.713932']
234,['-1.127716' '4.944300' '-2.808412' ... '-0.270705' '13.044247' '1.670641']
235,['-6.126918' '5.277201' '-2.367689' ... '0.727203' '6.874872' '1.194991']
236,['-0.159121' '8.847086' '5.272377' ... '0.652311' '-2.479456' '-4.151422']
237,"['-3.391417' '-2.531206' '-3.433650' ... '-3.503066' '0.725662'
 '-8.725219']"
238,['-1.789324' '8.863531' '-2.793675' ... '-3.640904' '8.890141' '-7.873872']
239,['-0.168294' '4.780167' '-5.092383' ... '2.457559' '13.786873' '-2.882803']
240,['1.199215' '3.311508' '-4.412152' ... '4.326460' '8.709263' '-1.109190']
241,['-0.014241' '2.247392' '-4.297555' ... '4.901269' '8.945997' '-1.723457']
242,"['-4.815581' '-1.460383' '-6.939948' ... '-2.207214' '4.173965'
 '-5.310671']"
243,['5.165723' '0.361953' '3.887325' ... '-0.414488' '5.175556' '-3.509757']
244,['-1.334355' '3.541736' '3.812256' ... '2.274609' '-1.755495' '-3.916651']
245,['-1.230538' '3.818188' '5.865992' ... '6.453824' '-4.200693' '-3.938642']
246,['2.060459' '3.690965' '6.064241' ... '-3.524989' '2.275204' '0.029340']
247,"['-4.193601' '3.995758' '-0.201623' ... '-0.079762' '10.221851'
 '-1.082242']"
248,['-0.792261' '3.582287' '-0.663846' ... '1.511033' '-0.152481' '-1.926440']
249,['-4.445799' '8.346478' '-2.269301' ... '-1.714310' '8.456009' '-1.717122']
250,['3.157699' '5.495639' '3.841135' ... '0.766934' '0.471414' '0.298280']
251,['1.660345' '1.859885' '0.969787' ... '-3.683860' '0.970511' '0.880470']
252,['3.003654' '1.308496' '4.422060' ... '-0.820836' '3.824080' '-5.254223']
253,['-0.014804' '-0.565796' '0.595250' ... '-1.536682' '0.312262' '-3.087846']
254,['4.167665' '3.627215' '3.416059' ... '-2.658357' '-4.477571' '-5.432933']
255,['1.925834' '5.526521' '-3.395724' ... '2.471838' '10.751505' '-5.311922']
256,['-1.162295' '7.984215' '4.483926' ... '7.744561' '0.506198' '-2.701005']
257,['-1.531918' '6.603411' '2.366725' ... '2.728637' '5.651362' '0.901459']
258,['-3.814098' '0.407400' '8.208345' ... '3.840646' '0.297863' '-3.371922']
259,['1.801534' '0.647181' '1.116669' ... '0.023849' '-3.256607' '-3.666627']
260,"['-2.300250' '11.064808' '-3.218111' ... '3.357226' '13.179426'
 '-1.351010']"
261,['-4.171507' '5.577441' '-2.585718' ... '-0.075421' '14.065208' '1.265651']
262,['-1.093676' '7.540249' '2.958220' ... '4.812692' '-0.393968' '-5.336130']
263,['3.846823' '1.319621' '-1.443770' ... '-1.418051' '7.253320' '-3.532614']
264,['-4.634728' '2.890521' '2.977580' ... '3.739774' '0.219766' '-3.194077']
265,"['-1.599333' '4.770294' '-4.453911' ... '-1.088196' '10.167328'
 '-0.797245']"
266,['0.354775' '3.943966' '1.410016' ... '-0.944000' '1.405506' '-1.920367']
267,['-0.903209' '4.850601' '1.810605' ... '0.824892' '1.004815' '-4.596329']
268,['1.813127' '8.336042' '-1.392450' ... '4.437699' '8.682945' '-3.697669']
269,['-4.528597' '3.672482' '5.676823' ... '2.964180' '1.860194' '-2.303833']
270,"['-3.813803' '4.389842' '-3.760401' ... '-1.090019' '12.771553'
 '-3.469487']"
271,['-3.702763' '0.694187' '1.270930' ... '4.589059' '9.171341' '-4.539669']
272,['5.184192' '4.066218' '0.210260' ... '5.223282' '1.924986' '0.768918']
273,['-3.884465' '4.880046' '-3.066657' ... '0.739309' '5.628608' '-6.576488']
274,['-1.179163' '8.257235' '7.171366' ... '4.083313' '3.661717' '-5.114107']
275,['-3.148459' '8.511265' '-0.700085' ... '2.346436' '10.692877' '-4.100869']
276,['-5.011948' '5.420053' '-1.392960' ... '4.502165' '6.668100' '1.052629']
277,['4.230072' '2.024181' '1.012163' ... '0.539092' '2.511887' '-6.036483']
278,['1.590763' '10.153839' '1.001375' ... '-2.164716' '16.267389' '-1.483968']
279,['-0.499670' '3.020605' '5.743656' ... '-6.538949' '-3.577627' '-0.885481']
280,['-1.369656' '0.006408' '1.451055' ... '0.283400' '1.269120' '-4.341126']
281,['1.311058' '9.514526' '2.682767' ... '3.852388' '4.892169' '-0.225074']
282,['-1.560098' '6.379605' '3.075827' ... '2.966447' '4.050553' '-4.471368']
283,['-0.692492' '8.370260' '1.382205' ... '5.760137' '7.080726' '-2.535441']
284,['1.769142' '8.514496' '6.587599' ... '5.979990' '-0.619858' '-5.015288']
285,['-1.697876' '6.410490' '1.902785' ... '-2.189601' '6.058491' '-4.903535']
286,['-0.989665' '0.278336' '-3.305609' ... '-1.302875' '7.303268' '-0.965814']
287,['-0.067986' '10.040209' '4.643981' ... '4.636661' '0.014771' '-1.112048']
288,['-1.215749' '9.565605' '7.326113' ... '5.558419' '5.650056' '0.064106']
289,['5.668964' '-0.236049' '7.136721' ... '0.244713' '-2.686427' '-0.064303']
290,['-2.865888' '4.546633' '2.315237' ... '4.525154' '8.881008' '-3.199652']
291,['-2.120814' '3.463656' '6.401207' ... '-2.161165' '1.499091' '-4.015257']
292,['-5.206890' '5.736487' '4.396034' ... '-1.536358' '-2.056665' '-7.433467']
293,['-0.789220' '11.045761' '4.963662' ... '1.380506' '4.832661' '-3.562074']
294,['0.858078' '7.447938' '0.368083' ... '3.543041' '1.711696' '-2.112913']
295,['0.841494' '5.499595' '0.532132' ... '-1.582961' '5.827760' '-3.437329']
296,['-1.907513' '6.681261' '10.839315' ... '0.877994' '2.006293' '-6.100181']
297,['0.638587' '11.296610' '0.825705' ... '2.369150' '7.918470' '-3.035583']
298,['-1.615902' '-1.775516' '4.876439' ... '-1.133885' '1.342837' '-2.079404']
299,"['-0.891818' '10.784149' '-4.896148' ... '-1.601820' '3.024806'
 '-5.293358']"
300,['-4.285726' '2.638825' '-3.231434' ... '1.007633' '11.231560' '-2.609669']
301,['-2.162710' '2.850282' '4.720131' ... '2.606462' '3.961678' '2.327034']
302,['-4.821025' '4.289044' '-3.148606' ... '5.126791' '6.418997' '-1.334695']
303,['0.797485' '6.818317' '-1.970871' ... '-0.700059' '12.942711' '-3.842508']
304,['-0.260146' '7.525905' '5.985880' ... '0.706000' '0.070189' '-2.099790']
305,['-3.136646' '3.024842' '1.624322' ... '-3.896001' '-0.025612' '-2.871114']
306,['-0.468654' '6.592454' '-2.772088' ... '4.792458' '11.724236' '1.612720']
307,['4.269903' '1.556368' '2.054610' ... '5.770895' '-0.316653' '-3.784823']
308,['1.007906' '8.286604' '5.749963' ... '-1.069033' '0.328557' '-5.910667']
309,['-2.693074' '3.701634' '-0.971376' ... '-0.801980' '6.726034' '-0.652046']
310,['-3.818748' '7.828437' '-0.139531' ... '4.812726' '7.043199' '-1.859942']
311,['2.020821' '4.826429' '1.783403' ... '4.827683' '2.910977' '-1.833659']
312,['-1.973285' '4.050150' '-5.647883' ... '3.307621' '5.159028' '-2.446428']
313,['-0.611394' '5.327987' '6.206632' ... '3.575314' '-0.136201' '-2.650475']
314,['-3.051698' '8.242172' '-0.624315' ... '1.477273' '7.088862' '0.164646']
315,['1.470757' '1.714251' '-3.046836' ... '-0.770295' '6.276685' '-8.307488']
316,['0.549717' '-1.310570' '3.982582' ... '-3.759291' '-1.881501' '-4.739031']
317,"['-1.411010' '6.408430' '-3.622030' ... '-1.421704' '10.641752'
 '-3.193393']"
318,['-2.377985' '7.573317' '-2.779049' ... '0.231870' '10.615452' '-1.745149']
